area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
08103,0,10,70,0,2006,A,NA,291,3628,155176240,42589686,914530,822,42770,NA,1,1,1,1,1,1,1,NA,7,2.5,520,16.7,41169810,36.1,10292822,31.9,197655,27.6,117,16.6,6090,16.6
08105,0,10,70,0,2006,A,NA,451,4360,110750675,45579860,1025593,488,25401,NA,1,1,1,1,1,1,1,NA,-7,-1.5,-34,-0.8,3102797,2.9,696623,1.6,-44960,-4.2,17,3.6,902,3.7
08107,0,10,70,0,2006,A,NA,1731,14593,521781711,166084683,3664469,688,35756,NA,1,1,1,1,1,1,1,NA,78,4.7,348,2.4,35080215,7.2,7695337,4.9,-308346,-7.8,31,4.7,1590,4.7
08109,0,10,70,0,2006,A,NA,201,1757,39474130,24688285,359773,432,22472,NA,1,1,1,1,1,1,1,NA,4,2,49,2.9,1994071,5.3,1514937,6.5,-16791,-4.5,10,2.4,525,2.4
08111,0,10,70,0,2006,A,NA,81,285,6021530,4047726,86730,406,21097,NA,1,1,1,1,1,1,1,NA,2,2.5,21,8,355219,6.3,354240,9.6,-7094,-7.6,-7,-1.7,-400,-1.9
08113,0,10,70,0,2006,A,NA,682,5025,168394865,79862671,1549378,644,33513,NA,1,1,1,1,1,1,1,NA,19,2.9,150,3.1,15223700,9.9,4510438,6,-165665,-9.7,40,6.6,2092,6.7
08115,0,10,70,0,2006,A,NA,100,838,19705166,8176159,76626,452,23512,NA,1,1,1,1,1,1,1,NA,-2,-2,-21,-2.4,6011,0,-269702,-3.2,-19489,-20.3,11,2.5,568,2.5
08117,0,10,70,0,2006,A,NA,2129,18807,579943351,215156430,3924928,593,30837,NA,1,1,1,1,1,1,1,NA,48,2.3,932,5.2,60758537,11.7,7910898,3.8,-430647,-9.9,34,6.1,1792,6.2
08119,0,10,70,0,2006,A,NA,845,6694,191018803,78848001,1277752,549,28535,NA,1,1,1,1,1,1,1,NA,41,5.1,72,1.1,1236241,0.7,1405550,1.8,-210531,-14.1,-2,-0.4,-123,-0.4
08121,0,10,70,0,2006,A,NA,133,1118,27795940,9628832,97304,478,24860,NA,1,1,1,1,1,1,1,NA,9,7.3,4,0.4,615862,2.3,-83945,-0.9,-1757,-1.8,9,1.9,469,1.9
08123,0,10,70,0,2006,A,NA,5911,80405,2825740202,773010048,14829716,676,35144,NA,1,1,1,1,1,1,1,NA,281,5,3401,4.4,235590576,9.1,42422109,5.8,-1492162,-9.1,29,4.5,1508,4.5
08125,0,10,70,0,2006,A,NA,377,3795,108766874,46766037,517326,551,28661,NA,1,1,1,1,1,1,1,NA,6,1.6,186,5.2,11874804,12.3,1180228,2.6,-66251,-11.4,35,6.8,1811,6.7
08999,0,10,70,0,2006,A,NA,2701,16699,1197243792,251822324,6190184,1379,71696,NA,1,1,1,1,1,1,1,NA,-55,-2,129,0.8,82854392,7.4,5205765,2.1,-600647,-8.8,86,6.7,4442,6.6
08000,0,10,50,0,2007,A,NA,178708,2292630,104077012492,22992320773,406361552,873,45396,NA,1,1,1,1,1,1,1,NA,4056,2.3,50618,2.3,6535833760,6.7,853508041,3.9,-65956705,-14,36,4.3,1890,4.3
08001,0,10,70,0,2007,A,NA,9356,154072,6223471040,1557354046,29620864,777,40393,NA,1,1,1,1,1,1,1,NA,89,1,1334,0.9,224895147,3.7,9118658,0.6,-6073329,-17,22,2.9,1119,2.8
08003,0,10,70,0,2007,A,NA,579,7671,225736167,69256831,982741,566,29428,NA,1,1,1,1,1,1,1,NA,-1,-0.2,6,0.1,15651237,7.4,2599758,3.9,-130948,-11.8,39,7.4,2020,7.4
08005,0,10,70,0,2007,A,NA,19878,281876,14888100545,2963912827,54748996,1016,52818,NA,1,1,1,1,1,1,1,NA,173,0.9,5784,2.1,549655764,3.8,50060224,1.7,-10452556,-16,17,1.7,884,1.7
08007,0,10,70,0,2007,A,NA,624,3778,105577741,43770224,623430,537,27947,NA,1,1,1,1,1,1,1,NA,19,3.1,102,2.8,6872207,7,1529518,3.6,-127079,-16.9,21,4.1,1096,4.1
08009,0,10,70,0,2007,A,NA,133,1185,27153593,16249559,98332,441,22908,NA,1,1,1,1,1,1,1,NA,3,2.3,-36,-2.9,1023731,3.9,740789,4.8,-10520,-9.7,30,7.3,1512,7.1
08011,0,10,70,0,2007,A,NA,88,1226,34685014,15735252,91324,544,28301,NA,1,1,1,1,1,1,1,NA,-2,-2.2,19,1.6,1578535,4.8,357810,2.3,-10347,-10.2,16,3,867,3.2
08013,0,10,70,0,2007,A,NA,12862,159984,8438368391,1480729946,26833971,1014,52745,NA,1,1,1,1,1,1,1,NA,316,2.5,3070,2,444482607,5.6,52589550,3.7,-5420695,-16.8,34,3.5,1801,3.5
08014,0,10,70,0,2007,A,NA,2042,30517,1844255672,349279622,7727644,1162,60435,NA,1,1,1,1,1,1,1,NA,104,5.4,812,2.7,183995162,11.1,19524791,5.9,-357252,-4.4,87,8.1,4544,8.1
08015,0,10,70,0,2007,A,NA,936,6646,180280710,64569545,909753,522,27126,NA,1,1,1,1,1,1,1,NA,0,0,85,1.3,7002790,4,2414533,3.9,-164079,-15.3,14,2.8,717,2.7
08017,0,10,70,0,2007,A,NA,85,770,27787155,7708083,81601,694,36076,NA,1,1,1,1,1,1,1,NA,-2,-2.3,6,0.8,1693464,6.5,8582,0.1,-23580,-22.4,37,5.6,1926,5.6
08019,0,10,70,0,2007,A,NA,419,3319,125508870,39945407,524881,727,37820,NA,1,1,1,1,1,1,1,NA,0,0,111,3.5,11072764,9.7,2209730,5.9,-126791,-19.5,41,6,2153,6
08021,0,10,70,0,2007,A,NA,144,1331,33582116,14744455,187711,485,25229,NA,1,1,1,1,1,1,1,NA,1,0.7,11,0.8,986413,3,880639,6.4,-572,-0.3,10,2.1,538,2.2
08023,0,10,70,0,2007,A,NA,86,731,17634116,11103162,108730,464,24126,NA,1,1,1,1,1,1,1,NA,3,3.6,6,0.8,1125999,6.8,778825,7.5,-15090,-12.2,26,5.9,1367,6
08025,0,10,70,0,2007,A,NA,55,1120,35782964,11202998,101915,614,31937,NA,1,1,1,1,1,1,1,NA,1,1.9,17,1.5,426133,1.2,191353,1.7,-31183,-23.4,-2,-0.3,-106,-0.3
08027,0,10,70,0,2007,A,NA,184,927,23542565,10892890,123047,488,25399,NA,1,1,1,1,1,1,1,NA,0,0,25,2.8,2299594,10.8,586165,5.7,-34003,-21.7,35,7.7,1844,7.8
08029,0,10,70,0,2007,A,NA,969,8923,258798207,96407996,1194906,558,29005,NA,1,1,1,1,1,1,1,NA,49,5.3,353,4.1,26589551,11.5,8357186,9.5,-182968,-13.3,37,7.1,1911,7.1
08031,0,10,70,0,2007,A,NA,25700,442739,24340468229,4347554693,79529645,1057,54977,NA,1,1,1,1,1,1,1,NA,412,1.6,10278,2.4,1510296129,6.6,158071195,3.8,-13900841,-14.9,42,4.1,2186,4.1
08033,0,10,70,0,2007,A,NA,75,457,10918387,6758584,80488,460,23905,NA,1,1,1,1,1,1,1,NA,8,11.9,41,9.9,1831901,20.2,1221377,22.1,13742,20.6,40,9.5,2067,9.5
08035,0,10,70,0,2007,A,NA,9412,90851,4219819903,974557172,17295677,893,46447,NA,1,1,1,1,1,1,1,NA,509,5.7,3435,3.9,508476912,13.7,50035638,5.4,-2186068,-11.2,77,9.4,3991,9.4
08037,0,10,70,0,2007,A,NA,3604,31845,1272370996,417648881,6105253,768,39955,NA,1,1,1,1,1,1,1,NA,115,3.3,1261,4.1,79050777,6.6,20308215,5.1,-1224267,-16.7,18,2.4,937,2.4
08039,0,10,70,0,2007,A,NA,679,3694,115657510,57327036,717605,602,31307,NA,1,1,1,1,1,1,1,NA,-11,-1.6,-37,-1,2031441,1.8,1142029,2,-102490,-12.5,16,2.7,849,2.8
08041,0,10,70,0,2007,A,NA,17768,247158,9888987026,2233739579,43193719,769,40011,NA,1,1,1,1,1,1,1,NA,422,2.4,1930,0.8,425192151,4.5,32813886,1.5,-6370302,-12.9,27,3.6,1419,3.7
08043,0,10,70,0,2007,A,NA,1010,13810,442127023,107039263,1657427,616,32014,NA,1,1,1,1,1,1,1,NA,25,2.5,261,1.9,17526042,4.1,5099879,5,-224068,-11.9,13,2.2,676,2.2
08045,0,10,70,0,2007,A,NA,2840,27210,1151549556,334455503,5922968,814,42320,NA,1,1,1,1,1,1,1,NA,143,5.3,1737,6.8,163596957,16.6,38066845,12.8,-518318,-8,68,9.1,3535,9.1
08047,0,10,70,0,2007,A,NA,162,4929,171972368,69529482,922666,671,34891,NA,1,1,1,1,1,1,1,NA,-4,-2.4,-401,-7.5,-9156275,-5.1,-6492954,-8.5,-392218,-29.8,17,2.6,905,2.7
08049,0,10,70,0,2007,A,NA,1023,7452,215941550,81642233,1049604,557,28978,NA,1,1,1,1,1,1,1,NA,32,3.2,352,5,19514591,9.9,5006520,6.5,-231328,-18.1,25,4.7,1312,4.7
08051,0,10,70,0,2007,A,NA,1155,8424,262978086,88204768,1110003,600,31216,NA,1,1,1,1,1,1,1,NA,39,3.5,36,0.4,22111337,9.2,2795395,3.3,-339964,-23.4,48,8.7,2500,8.7
08053,0,10,70,0,2007,A,NA,87,279,6757079,3951412,35635,466,24212,NA,1,1,1,1,1,1,1,NA,3,3.6,-2,-0.7,666528,10.9,372080,10.4,-2300,-6.1,49,11.8,2531,11.7
08055,0,10,70,0,2007,A,NA,236,2023,53595336,22746340,278893,509,26489,NA,1,1,1,1,1,1,1,NA,4,1.7,16,0.8,4111745,8.3,864399,4,-43733,-13.6,35,7.4,1833,7.4
08057,0,10,70,0,2007,A,NA,83,563,13888862,6361754,62138,474,24651,NA,1,1,1,1,1,1,1,NA,1,1.2,-8,-1.4,-2583,0,13565,0.2,-31773,-33.8,6,1.3,316,1.3
08059,0,10,70,0,2007,A,NA,18937,211091,9497660000,2008697575,34420925,865,44993,NA,1,1,1,1,1,1,1,NA,155,0.8,3932,1.9,628432844,7.1,52406650,2.7,-6009701,-14.9,42,5.1,2179,5.1
08061,0,10,70,0,2007,A,NA,48,414,9877789,4402135,30129,459,23883,NA,1,1,1,1,1,1,1,NA,1,2.1,22,5.6,1352733,15.9,552917,14.4,2188,7.8,41,9.8,2122,9.8
08063,0,10,70,0,2007,A,NA,300,2912,78192555,29866753,270547,516,26851,NA,1,1,1,1,1,1,1,NA,4,1.4,-5,-0.2,4614247,6.3,1074990,3.7,-47589,-15,31,6.4,1631,6.5
08065,0,10,70,0,2007,A,NA,255,2055,55000045,18016107,232691,515,26768,NA,1,1,1,1,1,1,1,NA,19,8.1,66,3.3,4561984,9,1907205,11.8,-21100,-8.3,27,5.5,1408,5.6
08067,0,10,70,0,2007,A,NA,2636,25541,941075888,323061950,4101089,709,36845,NA,1,1,1,1,1,1,1,NA,72,2.8,715,2.9,96277918,11.4,20497055,6.8,-646306,-13.6,55,8.4,2816,8.3
08069,0,10,70,0,2007,A,NA,10304,130265,5123975295,1152079559,20073221,756,39335,NA,1,1,1,1,1,1,1,NA,271,2.7,2930,2.3,292863006,6.1,27120874,2.4,-3670097,-15.5,26,3.6,1395,3.7
08071,0,10,70,0,2007,A,NA,514,6060,186248595,73245083,872904,591,30735,NA,1,1,1,1,1,1,1,NA,8,1.6,221,3.8,18453059,11,5135809,7.5,-141830,-14,38,6.9,1999,7
08073,0,10,70,0,2007,A,NA,173,2085,62524778,20395107,153528,577,29983,NA,1,1,1,1,1,1,1,NA,-2,-1.1,-40,-1.9,1990680,3.3,600410,3,-38131,-19.9,29,5.3,1496,5.3
08075,0,10,70,0,2007,A,NA,705,8508,244854619,73156194,1095673,553,28779,NA,1,1,1,1,1,1,1,NA,0,0,168,2,16037056,7,5499425,8.1,83367,8.2,25,4.7,1343,4.9
08077,0,10,70,0,2007,A,NA,5110,61540,2229079028,570157587,10042393,697,36221,NA,1,1,1,1,1,1,1,NA,307,6.4,3570,6.2,273794804,14,48779275,9.4,-1356312,-11.9,48,7.4,2492,7.4
08079,0,10,70,0,2007,A,NA,72,478,11027654,7004888,66703,444,23066,NA,1,1,1,1,1,1,1,NA,1,1.4,14,3,411914,3.9,300759,4.5,-15569,-18.9,4,0.9,208,0.9
08081,0,10,70,0,2007,A,NA,524,5256,198892665,49563988,640425,728,37842,NA,1,1,1,1,1,1,1,NA,29,5.9,81,1.6,12715346,6.8,2233709,4.7,-151118,-19.1,36,5.2,1863,5.2
08083,0,10,70,0,2007,A,NA,889,9374,269666679,102124321,1575751,553,28769,NA,1,1,1,1,1,1,1,NA,28,3.3,16,0.2,20094636,8.1,3395144,3.4,-237883,-13.1,40,7.8,2101,7.9
08085,0,10,70,0,2007,A,NA,1528,15284,478073143,142172732,2219898,602,31280,NA,1,1,1,1,1,1,1,NA,57,3.9,380,2.5,33334840,7.5,8731109,6.5,-480060,-17.8,28,4.9,1439,4.8
08087,0,10,70,0,2007,A,NA,758,11128,347542595,104619395,1279703,601,31232,NA,1,1,1,1,1,1,1,NA,22,3,-52,-0.5,18679646,5.7,5420103,5.5,-328543,-20.4,35,6.2,1816,6.2
08089,0,10,70,0,2007,A,NA,553,6358,164253693,58813961,755245,497,25836,NA,1,1,1,1,1,1,1,NA,-4,-0.7,-185,-2.8,2288535,1.4,583511,1,-180999,-19.3,21,4.4,1080,4.4
08091,0,10,70,0,2007,A,NA,345,1763,51583206,24485914,329153,563,29253,NA,1,1,1,1,1,1,1,NA,24,7.5,32,1.8,2459217,5,121689,0.5,-107912,-24.7,17,3.1,870,3.1
08093,0,10,70,0,2007,A,NA,605,2430,69837525,31379837,345835,553,28744,NA,1,1,1,1,1,1,1,NA,15,2.5,79,3.4,-659257,-0.9,1470188,4.9,-48238,-12.2,-24,-4.2,-1240,-4.1
08095,0,10,70,0,2007,A,NA,151,1548,41270869,20128878,134206,513,26667,NA,1,1,1,1,1,1,1,NA,-2,-1.3,16,1,2803095,7.3,1084428,5.7,-24392,-15.4,30,6.2,1549,6.2
08097,0,10,70,0,2007,A,NA,1959,16858,748688650,240478205,3641561,854,44411,NA,1,1,1,1,1,1,1,NA,31,1.6,-15,-0.1,54087607,7.8,9632840,4.2,-857110,-19.1,62,7.8,3245,7.9
08099,0,10,70,0,2007,A,NA,423,4996,130883957,53708228,602491,504,26197,NA,1,1,1,1,1,1,1,NA,0,0,47,0.9,5420704,4.3,2477612,4.8,-69800,-10.4,16,3.3,844,3.3
08101,0,10,70,0,2007,A,NA,3435,56803,1849038047,472410229,9862011,626,32552,NA,1,1,1,1,1,1,1,NA,-16,-0.5,1650,3,142565234,8.4,31504297,7.1,-74244,-0.7,31,5.2,1611,5.2
08103,0,10,70,0,2007,A,NA,313,4131,213506888,72191518,1378729,994,51682,NA,1,1,1,1,1,1,1,NA,22,7.6,503,13.9,58330648,37.6,29601832,69.5,464199,50.8,172,20.9,8912,20.8
08105,0,10,70,0,2007,A,NA,458,4344,116528380,47521651,940188,516,26827,NA,1,1,1,1,1,1,1,NA,7,1.6,-16,-0.4,5777705,5.2,1941791,4.3,-85405,-8.3,28,5.7,1426,5.6
08107,0,10,70,0,2007,A,NA,1861,15403,592236619,182218287,3135482,739,38449,NA,1,1,1,1,1,1,1,NA,130,7.5,810,5.6,70454908,13.5,16133604,9.7,-528987,-14.4,51,7.4,2693,7.5
08109,0,10,70,0,2007,A,NA,201,1717,40229175,24565361,317779,451,23427,NA,1,1,1,1,1,1,1,NA,0,0,-40,-2.3,755045,1.9,-122924,-0.5,-41994,-11.7,19,4.4,955,4.2
08111,0,10,70,0,2007,A,NA,78,294,6812968,4343599,90064,446,23187,NA,1,1,1,1,1,1,1,NA,-3,-3.7,9,3.2,791438,13.1,295873,7.3,3334,3.8,40,9.9,2090,9.9
08113,0,10,70,0,2007,A,NA,707,5245,195576930,87263417,1504033,717,37292,NA,1,1,1,1,1,1,1,NA,25,3.7,220,4.4,27182065,16.1,7400746,9.3,-45345,-2.9,73,11.3,3779,11.3
08115,0,10,70,0,2007,A,NA,96,970,26568256,10788759,194428,527,27381,NA,1,1,1,1,1,1,1,NA,-4,-4,132,15.8,6863090,34.8,2612600,32,117802,153.7,75,16.6,3869,16.5
08117,0,10,70,0,2007,A,NA,2175,19192,619651038,231743747,3365659,621,32287,NA,1,1,1,1,1,1,1,NA,46,2.2,385,2,39707687,6.8,16587317,7.7,-559269,-14.2,28,4.7,1450,4.7
08119,0,10,70,0,2007,A,NA,871,6770,203337844,81370860,1119259,578,30037,NA,1,1,1,1,1,1,1,NA,26,3.1,76,1.1,12319041,6.4,2522859,3.2,-158493,-12.4,29,5.3,1502,5.3
08121,0,10,70,0,2007,A,NA,139,1141,29989633,10095243,84541,506,26295,NA,1,1,1,1,1,1,1,NA,6,4.5,23,2.1,2193693,7.9,466411,4.8,-12763,-13.1,28,5.9,1435,5.8
08123,0,10,70,0,2007,A,NA,6069,82909,3073097199,824832131,12909832,713,37066,NA,1,1,1,1,1,1,1,NA,158,2.7,2504,3.1,247356997,8.8,51822083,6.7,-1919884,-12.9,37,5.5,1922,5.5
08125,0,10,70,0,2007,A,NA,408,3980,123459286,52016892,473537,597,31022,NA,1,1,1,1,1,1,1,NA,31,8.2,185,4.9,14692412,13.5,5250855,11.2,-43789,-8.5,46,8.3,2361,8.2
08999,0,10,70,0,2007,A,NA,2845,18279,1389474224,279021139,6180372,1462,76014,NA,1,1,1,1,1,1,1,NA,144,5.3,1580,9.5,192230432,16.1,27198815,10.8,-9812,-0.2,83,6,4318,6
08000,0,10,50,0,2008,A,NA,178731,2310865,107718863654,23045804456,381311477,896,46614,NA,1,1,1,1,1,1,1,NA,23,0,18235,0.8,3641851162,3.5,53483683,0.2,-25050075,-6.2,23,2.6,1218,2.7
08001,0,10,70,0,2008,A,NA,9282,155118,6475792957,1524466074,27315514,803,41748,NA,1,1,1,1,1,1,1,NA,-74,-0.8,1046,0.7,252321917,4.1,-32887972,-2.1,-2305350,-7.8,26,3.3,1355,3.4
08003,0,10,70,0,2008,A,NA,588,7792,241520777,70314657,965843,596,30995,NA,1,1,1,1,1,1,1,NA,9,1.6,121,1.6,15784610,7,1057826,1.5,-16898,-1.7,30,5.3,1567,5.3
08005,0,10,70,0,2008,A,NA,19498,282659,15049778558,2934659707,50663148,1024,53244,NA,1,1,1,1,1,1,1,NA,-380,-1.9,783,0.3,161678013,1.1,-29253120,-1,-4085848,-7.5,8,0.8,426,0.8
08007,0,10,70,0,2008,A,NA,607,3688,105427938,44008343,547262,550,28590,NA,1,1,1,1,1,1,1,NA,-17,-2.7,-90,-2.4,-149803,-0.1,238119,0.5,-76168,-12.2,13,2.4,643,2.3
08009,0,10,70,0,2008,A,NA,125,1204,28964174,16722571,87078,463,24052,NA,1,1,1,1,1,1,1,NA,-8,-6,19,1.6,1810581,6.7,473012,2.9,-11254,-11.4,22,5,1144,5
08011,0,10,70,0,2008,A,NA,87,1285,38332727,16517734,84640,574,29825,NA,1,1,1,1,1,1,1,NA,-1,-1.1,59,4.8,3647713,10.5,782482,5,-6684,-7.3,30,5.5,1524,5.4
08013,0,10,70,0,2008,A,NA,12976,162252,8673159268,1479837130,24642826,1028,53455,NA,1,1,1,1,1,1,1,NA,114,0.9,2268,1.4,234790877,2.8,-892816,-0.1,-2191145,-8.2,14,1.4,710,1.3
08014,0,10,70,0,2008,A,NA,2055,30414,1822257964,338014634,7697306,1152,59915,NA,1,1,1,1,1,1,1,NA,13,0.6,-103,-0.3,-21997708,-1.2,-11264988,-3.2,-30338,-0.4,-10,-0.9,-520,-0.9
08015,0,10,70,0,2008,A,NA,937,6737,189775256,64883967,792100,542,28169,NA,1,1,1,1,1,1,1,NA,1,0.1,91,1.4,9494546,5.3,314422,0.5,-117653,-12.9,20,3.8,1043,3.8
08017,0,10,70,0,2008,A,NA,84,742,25601278,7329103,62706,663,34499,NA,1,1,1,1,1,1,1,NA,-1,-1.2,-28,-3.6,-2185877,-7.9,-378980,-4.9,-18895,-23.2,-31,-4.5,-1577,-4.4
08019,0,10,70,0,2008,A,NA,398,3418,141940370,42162433,508261,799,41522,NA,1,1,1,1,1,1,1,NA,-21,-5,99,3,16431500,13.1,2217026,5.6,-16620,-3.2,72,9.9,3702,9.8
08021,0,10,70,0,2008,A,NA,140,1270,33079527,14461663,166059,501,26052,NA,1,1,1,1,1,1,1,NA,-4,-2.8,-61,-4.6,-502589,-1.5,-282792,-1.9,-21652,-11.5,16,3.3,823,3.3
08023,0,10,70,0,2008,A,NA,92,730,16883231,11008589,94517,445,23136,NA,1,1,1,1,1,1,1,NA,6,7,-1,-0.1,-750885,-4.3,-94573,-0.9,-14213,-13.1,-19,-4.1,-990,-4.1
08025,0,10,70,0,2008,A,NA,56,1156,39447047,11850988,98152,656,34116,NA,1,1,1,1,1,1,1,NA,1,1.8,36,3.2,3664083,10.2,647990,5.8,-3763,-3.7,42,6.8,2179,6.8
08027,0,10,70,0,2008,A,NA,185,884,24378461,10803127,115210,530,27564,NA,1,1,1,1,1,1,1,NA,1,0.5,-43,-4.6,835896,3.6,-89763,-0.8,-7837,-6.4,42,8.6,2165,8.5
08029,0,10,70,0,2008,A,NA,988,9044,272020290,100985034,1157077,578,30079,NA,1,1,1,1,1,1,1,NA,19,2,121,1.4,13222083,5.1,4577038,4.7,-37829,-3.2,20,3.6,1074,3.7
08031,0,10,70,0,2008,A,NA,25832,449264,25264342254,4421849618,75603099,1081,56235,NA,1,1,1,1,1,1,1,NA,132,0.5,6525,1.5,923874025,3.8,74294925,1.7,-3926546,-4.9,24,2.3,1258,2.3
08033,0,10,70,0,2008,A,NA,73,431,10867934,6215247,59797,485,25245,NA,1,1,1,1,1,1,1,NA,-2,-2.7,-26,-5.7,-50453,-0.5,-543337,-8,-20691,-25.7,25,5.4,1340,5.6
08035,0,10,70,0,2008,A,NA,9594,93704,4448553581,995063509,17675147,913,47474,NA,1,1,1,1,1,1,1,NA,182,1.9,2853,3.1,228733678,5.4,20506337,2.1,379470,2.2,20,2.2,1027,2.2
08037,0,10,70,0,2008,A,NA,3611,32256,1318544122,429811923,5733953,786,40877,NA,1,1,1,1,1,1,1,NA,7,0.2,411,1.3,46173126,3.6,12163042,2.9,-371300,-6.1,18,2.3,922,2.3
08039,0,10,70,0,2008,A,NA,665,3405,110679291,55088352,649142,625,32508,NA,1,1,1,1,1,1,1,NA,-14,-2.1,-289,-7.8,-4978219,-4.3,-2238684,-3.9,-68463,-9.5,23,3.8,1201,3.8
08041,0,10,70,0,2008,A,NA,17537,244903,10106669756,2178385514,39385182,794,41268,NA,1,1,1,1,1,1,1,NA,-231,-1.3,-2255,-0.9,217682730,2.2,-55354065,-2.5,-3808537,-8.8,25,3.3,1257,3.1
08043,0,10,70,0,2008,A,NA,1004,13661,469385972,104289071,1471875,661,34360,NA,1,1,1,1,1,1,1,NA,-6,-0.6,-149,-1.1,27258949,6.2,-2750192,-2.6,-185552,-11.2,45,7.3,2346,7.3
08045,0,10,70,0,2008,A,NA,2918,28660,1302828740,354293630,5464105,874,45459,NA,1,1,1,1,1,1,1,NA,78,2.7,1450,5.3,151279184,13.1,19838127,5.9,-458863,-7.7,60,7.4,3139,7.4
08047,0,10,70,0,2008,A,NA,166,4759,171010102,68478639,729251,691,35935,NA,1,1,1,1,1,1,1,NA,4,2.5,-170,-3.4,-962266,-0.6,-1050843,-1.5,-193415,-21,20,3,1044,3
08049,0,10,70,0,2008,A,NA,1036,7444,221764177,83334757,992105,573,29792,NA,1,1,1,1,1,1,1,NA,13,1.3,-8,-0.1,5822627,2.7,1692524,2.1,-57499,-5.5,16,2.9,814,2.8
08051,0,10,70,0,2008,A,NA,1182,8383,271757801,89154842,1105696,623,32418,NA,1,1,1,1,1,1,1,NA,27,2.3,-41,-0.5,8779715,3.3,950074,1.1,-4307,-0.4,23,3.8,1202,3.9
08053,0,10,70,0,2008,A,NA,86,298,7430079,4051181,37700,480,24954,NA,1,1,1,1,1,1,1,NA,-1,-1.1,19,6.8,673000,10,99769,2.5,2065,5.8,14,3,742,3.1
08055,0,10,70,0,2008,A,NA,233,2082,57096988,23413060,262548,527,27422,NA,1,1,1,1,1,1,1,NA,-3,-1.3,59,2.9,3501652,6.5,666720,2.9,-16345,-5.9,18,3.5,933,3.5
08057,0,10,70,0,2008,A,NA,84,579,15043701,6734312,57309,500,26001,NA,1,1,1,1,1,1,1,NA,1,1.2,16,2.8,1154839,8.3,372558,5.9,-4829,-7.8,26,5.5,1350,5.5
08059,0,10,70,0,2008,A,NA,18741,211502,9846891078,1995198565,32173943,895,46557,NA,1,1,1,1,1,1,1,NA,-196,-1,411,0.2,349231078,3.7,-13499010,-0.7,-2246982,-6.5,30,3.5,1564,3.5
08061,0,10,70,0,2008,A,NA,49,417,11415677,4489580,28815,526,27359,NA,1,1,1,1,1,1,1,NA,1,2.1,3,0.7,1537888,15.6,87445,2,-1314,-4.4,67,14.6,3476,14.6
08063,0,10,70,0,2008,A,NA,299,2982,83123083,30600014,262405,536,27872,NA,1,1,1,1,1,1,1,NA,-1,-0.3,70,2.4,4930528,6.3,733261,2.5,-8142,-3,20,3.9,1021,3.8
08065,0,10,70,0,2008,A,NA,250,2055,58673677,18948828,204875,549,28553,NA,1,1,1,1,1,1,1,NA,-5,-2,0,0,3673632,6.7,932721,5.2,-27816,-12,34,6.6,1785,6.7
08067,0,10,70,0,2008,A,NA,2647,25789,981767552,334884537,3665753,732,38070,NA,1,1,1,1,1,1,1,NA,11,0.4,248,1,40691664,4.3,11822587,3.7,-435336,-10.6,23,3.2,1225,3.3
08069,0,10,70,0,2008,A,NA,10430,131244,5269954450,1148052415,18660169,772,40154,NA,1,1,1,1,1,1,1,NA,126,1.2,979,0.8,145979155,2.8,-4027144,-0.3,-1413052,-7,16,2.1,819,2.1
08071,0,10,70,0,2008,A,NA,533,6179,196472369,73560720,819239,611,31798,NA,1,1,1,1,1,1,1,NA,19,3.7,119,2,10223774,5.5,315637,0.4,-53665,-6.1,20,3.4,1063,3.5
08073,0,10,70,0,2008,A,NA,166,2064,63723514,19392974,121899,594,30876,NA,1,1,1,1,1,1,1,NA,-7,-4,-21,-1,1198736,1.9,-1002133,-4.9,-31629,-20.6,17,2.9,893,3
08075,0,10,70,0,2008,A,NA,686,8510,269464763,70539063,696689,609,31664,NA,1,1,1,1,1,1,1,NA,-19,-2.7,2,0,24610144,10.1,-2617131,-3.6,-398984,-36.4,56,10.1,2885,10
08077,0,10,70,0,2008,A,NA,5328,64504,2531558071,618524830,10314131,755,39246,NA,1,1,1,1,1,1,1,NA,218,4.3,2964,4.8,302479043,13.6,48367243,8.5,271738,2.7,58,8.3,3025,8.4
08079,0,10,70,0,2008,A,NA,74,487,11627424,7325985,61544,459,23888,NA,1,1,1,1,1,1,1,NA,2,2.8,9,1.9,599770,5.4,321097,4.6,-5159,-7.7,15,3.4,822,3.6
08081,0,10,70,0,2008,A,NA,525,5486,216363501,55452864,705051,758,39439,NA,1,1,1,1,1,1,1,NA,1,0.2,230,4.4,17470836,8.8,5888876,11.9,64626,10.1,30,4.1,1597,4.2
